"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"[","Thursday, October 30, 2025 at 10:17 AM","Put Sweep","NVDA","200","03/20/2026","Put","Ask","238","$446.2K","281","8,894","2 hours ago","Thursday, October 30, 2025 at 10:02 AM","10:17 AM","]"
"[","Thursday, October 30, 2025 at 10:17 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","799","$447.4K","17,810","145,411","2 hours ago","Thursday, October 30, 2025 at 10:02 AM","10:17 AM","]"
"[","Thursday, October 30, 2025 at 10:18 AM","Call Sweep","TSLA","550","12/19/2025","Call","Ask","500","$450K","2,359","11,050","2 hours ago","Thursday, October 30, 2025 at 10:02 AM","10:18 AM","]"
"—","Thursday, October 30, 2025 at 10:19 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","401","$479.2K","860","20,805","2 hours ago","Thursday, October 30, 2025 at 10:04 AM","",""
"[","Thursday, October 30, 2025 at 10:20 AM","Unusual Put Sweep","PDD","135","11/28/2025","Put","Ask","10,001","$5.6M","10,001","147","2 hours ago","Thursday, October 30, 2025 at 10:04 AM","10:20 AM","]"
"[","Thursday, October 30, 2025 at 10:20 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","869","$421.5K","19,811","145,411","2 hours ago","Thursday, October 30, 2025 at 10:05 AM","10:20 AM","]"
"[","Thursday, October 30, 2025 at 10:20 AM","Call Sweep","PDD","145","12/19/2025","Call","Ask","7,615","$3M","10,224","7,577","2 hours ago","Thursday, October 30, 2025 at 10:05 AM","10:20 AM","]"
"[","Thursday, October 30, 2025 at 10:20 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","897","$457.5K","20,775","145,411","2 hours ago","Thursday, October 30, 2025 at 10:05 AM","10:20 AM","]"
"[","Thursday, October 30, 2025 at 10:22 AM","Call Sweep","GOOGL","300","01/16/2026","Call","Ask","303","$450K","3,178","20,197","2 hours ago","Thursday, October 30, 2025 at 10:07 AM","10:22 AM","]"
"[","Thursday, October 30, 2025 at 10:23 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,526","$1.6M","4,059","20,805","2 hours ago","Thursday, October 30, 2025 at 10:08 AM","10:23 AM","]"
"[","Thursday, October 30, 2025 at 10:24 AM","Put Sweep","NVDA","170","12/18/2026","Put","Ask","729","$1.4M","731","6,679","2 hours ago","Thursday, October 30, 2025 at 10:09 AM","10:24 AM","]"
"[","Thursday, October 30, 2025 at 10:25 AM","Call Sweep","AVGO","380","10/31/2025","Call","Ask","1,383","$594.7K","15,977","20,234","2 hours ago","Thursday, October 30, 2025 at 10:10 AM","10:25 AM","]"
"[","Thursday, October 30, 2025 at 10:26 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","1,053","$479.1K","22,728","145,411","2 hours ago","Thursday, October 30, 2025 at 10:10 AM","10:26 AM","]"
"[","Thursday, October 30, 2025 at 10:26 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,615","$1.6M","5,691","20,805","2 hours ago","Thursday, October 30, 2025 at 10:11 AM","10:26 AM","]"
"—","Thursday, October 30, 2025 at 10:27 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","897","$412.6K","23,706","145,411","2 hours ago","Thursday, October 30, 2025 at 10:11 AM","",""
"[","Thursday, October 30, 2025 at 10:27 AM","Put Sweep","NVDA","160","12/18/2026","Put","Ask","502","$765.6K","509","8,009","2 hours ago","Thursday, October 30, 2025 at 10:12 AM","10:27 AM","]"
"[","Thursday, October 30, 2025 at 10:28 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","992","$1M","6,683","20,805","2 hours ago","Thursday, October 30, 2025 at 10:13 AM","10:28 AM","]"
"[","Thursday, October 30, 2025 at 10:28 AM","Call Sweep","AVGO","380","10/31/2025","Call","Ask","1,269","$577.4K","17,271","20,234","2 hours ago","Thursday, October 30, 2025 at 10:13 AM","10:28 AM","]"
"[","Thursday, October 30, 2025 at 10:28 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","627","$652.1K","7,310","20,805","2 hours ago","Thursday, October 30, 2025 at 10:13 AM","10:28 AM","]"
"[","Thursday, October 30, 2025 at 10:32 AM","Call Sweep","CRWV","150","06/18/2026","Call","Ask","156","$544.4K","558","1,747","2 hours ago","Thursday, October 30, 2025 at 10:17 AM","10:32 AM","]"
"—","Thursday, October 30, 2025 at 10:34 AM","Call Sweep","META","700","12/19/2025","Call","Ask","200","$447K","3,864","3,762","2 hours ago","Thursday, October 30, 2025 at 10:19 AM","",""
"[","Thursday, October 30, 2025 at 10:34 AM","Put Sweep","NVDA","134","12/18/2026","Put","Ask","1,590","$1.3M","1,590","1,535","2 hours ago","Thursday, October 30, 2025 at 10:19 AM","10:34 AM","]"
"[","Thursday, October 30, 2025 at 10:34 AM","Call Sweep","SLV","44","04/17/2026","Call","Ask","1,000","$410K","1,770","8,146","2 hours ago","Thursday, October 30, 2025 at 10:19 AM","10:34 AM","]"
"[","Thursday, October 30, 2025 at 10:35 AM","Highly Unusual Put Sweep","AAPL","260","10/31/2025","Put","Ask","7,664","$827.7K","14,037","20,114","2 hours ago","Thursday, October 30, 2025 at 10:20 AM","10:35 AM","]"
"[","Thursday, October 30, 2025 at 10:36 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,770","$1.6M","9,100","20,805","2 hours ago","Thursday, October 30, 2025 at 10:21 AM","10:36 AM","]"
"[","Thursday, October 30, 2025 at 10:36 AM","Call Sweep","NVDA","200","10/31/2025","Call","Above","1,832","$778.6K","27,774","145,411","2 hours ago","Thursday, October 30, 2025 at 10:21 AM","10:36 AM","]"
"[","Thursday, October 30, 2025 at 10:37 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","1,749","$725.8K","30,001","145,411","2 hours ago","Thursday, October 30, 2025 at 10:22 AM","10:37 AM","]"
"[","Thursday, October 30, 2025 at 10:39 AM","Put Sweep","NVDA","194","12/18/2026","Put","Ask","253","$756.5K","254","930","2 hours ago","Thursday, October 30, 2025 at 10:24 AM","10:39 AM","]"
"[","Thursday, October 30, 2025 at 10:39 AM","Call Sweep","GOOGL","345","09/18/2026","Call","Ask","220","$514.8K","220","222","2 hours ago","Thursday, October 30, 2025 at 10:24 AM","10:39 AM","]"
"[","Thursday, October 30, 2025 at 10:40 AM","Call Sweep","ETSY","50","03/20/2026","Call","Above","417","$667.4K","725","3,555","2 hours ago","Thursday, October 30, 2025 at 10:24 AM","10:40 AM","]"
"[","Thursday, October 30, 2025 at 10:40 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,547","$1.3M","10,775","20,805","2 hours ago","Thursday, October 30, 2025 at 10:24 AM","10:40 AM","]"
"[","Thursday, October 30, 2025 at 10:40 AM","Unusual Call Sweep","SLV","45.5","02/20/2026","Call","Ask","3,293","$915.5K","3,294","1,023","2 hours ago","Thursday, October 30, 2025 at 10:25 AM","10:40 AM","]"
"[","Thursday, October 30, 2025 at 10:40 AM","Call Sweep","AMD","250","11/07/2025","Call","Ask","348","$579.4K","1,745","4,888","2 hours ago","Thursday, October 30, 2025 at 10:25 AM","10:40 AM","]"
"—","Thursday, October 30, 2025 at 10:42 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,462","$1.3M","12,242","20,805","2 hours ago","Thursday, October 30, 2025 at 10:27 AM","",""
"[","Thursday, October 30, 2025 at 10:42 AM","Unusual Put Sweep","META","625","01/16/2026","Put","Ask","193","$448.7K","459","25","2 hours ago","Thursday, October 30, 2025 at 10:27 AM","10:42 AM","]"
"[","Thursday, October 30, 2025 at 10:48 AM","Highly Unusual Call Sweep","NVDA","205","11/14/2025","Call","Above","5,223","$3M","9,519","17,840","2 hours ago","Thursday, October 30, 2025 at 10:33 AM","10:48 AM","]"
"—","Thursday, October 30, 2025 at 10:50 AM","Call Sweep","APLS","35","01/21/2028","Call","Above","2,163","$1.4M","4,434","0","an hour ago","Thursday, October 30, 2025 at 10:35 AM","",""
"[","Thursday, October 30, 2025 at 10:51 AM","Put Sweep","TSLA","450","11/07/2025","Put","Above","5,243","$9.4M","11,955","8,173","an hour ago","Thursday, October 30, 2025 at 10:36 AM","10:51 AM","]"
"[","Thursday, October 30, 2025 at 10:51 AM","Put Sweep","NVDA","200","11/07/2025","Put","Ask","1,159","$452K","9,561","9,546","an hour ago","Thursday, October 30, 2025 at 10:36 AM","10:51 AM","]"
"[","Thursday, October 30, 2025 at 10:55 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,569","$1.3M","15,617","20,805","an hour ago","Thursday, October 30, 2025 at 10:39 AM","10:55 AM","]"
"—","Thursday, October 30, 2025 at 11:06 AM","Put Sweep","IMSR","15","02/20/2026","Put","Above","1,000","$415.4K","1,001","395","an hour ago","Thursday, October 30, 2025 at 10:51 AM","",""
"[","Thursday, October 30, 2025 at 11:07 AM","Put Sweep","AMZN","205","02/20/2026","Put","Ask","1,000","$825K","1,045","3,057","an hour ago","Thursday, October 30, 2025 at 10:51 AM","11:07 AM","]"
"[","Thursday, October 30, 2025 at 11:07 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","3,019","$1.3M","44,721","145,411","an hour ago","Thursday, October 30, 2025 at 10:52 AM","11:07 AM","]"
"[","Thursday, October 30, 2025 at 11:10 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","3,006","$1.2M","50,549","145,411","an hour ago","Thursday, October 30, 2025 at 10:55 AM","11:10 AM","]"
"[","Thursday, October 30, 2025 at 11:11 AM","Call Sweep","SMH","380","01/16/2026","Call","Above","1,054","$1.8M","2,110","3,218","an hour ago","Thursday, October 30, 2025 at 10:56 AM","11:11 AM","]"
"[","Thursday, October 30, 2025 at 11:12 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","2,074","$808.9K","53,220","145,411","an hour ago","Thursday, October 30, 2025 at 10:57 AM","11:12 AM","]"
"[","Thursday, October 30, 2025 at 11:12 AM","Call Sweep","AVGO","370","10/31/2025","Call","Ask","1,040","$738.4K","20,977","20,805","an hour ago","Thursday, October 30, 2025 at 10:57 AM","11:12 AM","]"
"—","Thursday, October 30, 2025 at 11:15 AM","Call Sweep","SHOP","180","12/19/2025","Call","Ask","590","$811.3K","614","1,865","an hour ago","Thursday, October 30, 2025 at 10:59 AM","",""
"[","Thursday, October 30, 2025 at 11:17 AM","Call Sweep","JD","30","01/16/2026","Call","Ask","1,066","$543.7K","4,159","16,887","an hour ago","Thursday, October 30, 2025 at 11:02 AM","11:17 AM","]"
"[","Thursday, October 30, 2025 at 11:17 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","1,892","$860.9K","55,827","145,411","an hour ago","Thursday, October 30, 2025 at 11:02 AM","11:17 AM","]"
"[","Thursday, October 30, 2025 at 11:17 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","1,019","$478.9K","59,219","145,411","an hour ago","Thursday, October 30, 2025 at 11:02 AM","11:17 AM","]"
"[","Thursday, October 30, 2025 at 11:17 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","2,296","$1.1M","58,200","145,411","an hour ago","Thursday, October 30, 2025 at 11:02 AM","11:17 AM","]"
"[","Thursday, October 30, 2025 at 11:19 AM","Call Sweep","ORCL","280","12/19/2025","Call","Ask","445","$703.1K","689","24,551","59 minutes ago","Thursday, October 30, 2025 at 11:04 AM","11:19 AM","]"
"[","Thursday, October 30, 2025 at 11:21 AM","Call Sweep","GOOGL","255","12/18/2026","Call","Ask","154","$1M","168","1,593","57 minutes ago","Thursday, October 30, 2025 at 11:06 AM","11:21 AM","]"
"—","Thursday, October 30, 2025 at 11:23 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","5,430","$2.5M","65,236","145,411","55 minutes ago","Thursday, October 30, 2025 at 11:08 AM","",""
"[","Thursday, October 30, 2025 at 11:24 AM","Call Sweep","ANET","170","11/21/2025","Call","Ask","1,314","$1.1M","1,378","3,499","53 minutes ago","Thursday, October 30, 2025 at 11:09 AM","11:24 AM","]"
"[","Thursday, October 30, 2025 at 11:25 AM","Call Sweep","NVDA","260","04/17/2026","Call","Ask","751","$642.1K","991","2,796","53 minutes ago","Thursday, October 30, 2025 at 11:10 AM","11:25 AM","]"
"[","Thursday, October 30, 2025 at 11:27 AM","Call Sweep","BABA","175","11/07/2025","Call","Ask","776","$411.3K","1,261","16,576","51 minutes ago","Thursday, October 30, 2025 at 11:12 AM","11:27 AM","]"
"[","Thursday, October 30, 2025 at 11:27 AM","Call Sweep","NVDA","200","10/31/2025","Call","Above","2,147","$1M","68,698","145,411","51 minutes ago","Thursday, October 30, 2025 at 11:12 AM","11:27 AM","]"
"[","Thursday, October 30, 2025 at 11:28 AM","Call Sweep","META","1,500","01/21/2028","Call","Ask","199","$430.8K","649","585","50 minutes ago","Thursday, October 30, 2025 at 11:13 AM","11:28 AM","]"
"[","Thursday, October 30, 2025 at 11:29 AM","Call Sweep","NVDA","200","10/31/2025","Call","Above","2,212","$1M","71,052","145,411","50 minutes ago","Thursday, October 30, 2025 at 11:13 AM","11:29 AM","]"
"—","Thursday, October 30, 2025 at 11:32 AM","Call Sweep","AVGO","367.5","10/31/2025","Call","Ask","1,671","$1.6M","6,681","20,306","47 minutes ago","Thursday, October 30, 2025 at 11:17 AM","",""
"[","Thursday, October 30, 2025 at 11:35 AM","Call Sweep","AMD","280","01/16/2026","Call","Ask","293","$600.7K","3,220","4,215","43 minutes ago","Thursday, October 30, 2025 at 11:20 AM","11:35 AM","]"
"[","Thursday, October 30, 2025 at 11:37 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","876","$403K","78,483","145,411","42 minutes ago","Thursday, October 30, 2025 at 11:21 AM","11:37 AM","]"
"[","Thursday, October 30, 2025 at 11:37 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","1,903","$884.9K","80,478","145,411","41 minutes ago","Thursday, October 30, 2025 at 11:22 AM","11:37 AM","]"
"[","Thursday, October 30, 2025 at 11:37 AM","Call Sweep","AAPL","280","01/16/2026","Call","Ask","500","$462.5K","2,405","41,215","41 minutes ago","Thursday, October 30, 2025 at 11:22 AM","11:37 AM","]"
"[","Thursday, October 30, 2025 at 11:38 AM","Call Sweep","AAPL","280","01/16/2026","Call","Ask","500","$465K","2,922","41,215","39 minutes ago","Thursday, October 30, 2025 at 11:23 AM","11:38 AM","]"
"[","Thursday, October 30, 2025 at 11:39 AM","Unusual Call Sweep","PFE","24.5","11/21/2025","Call","Ask","9,951","$646.8K","10,630","1,331","39 minutes ago","Thursday, October 30, 2025 at 11:24 AM","11:39 AM","]"
"—","Thursday, October 30, 2025 at 11:39 AM","Call Sweep","RACE","390","05/15/2026","Call","Ask","155","$651K","678","306","39 minutes ago","Thursday, October 30, 2025 at 11:24 AM","",""
"[","Thursday, October 30, 2025 at 11:42 AM","Call Sweep","NVDA","200","10/31/2025","Call","Ask","2,002","$890.9K","87,340","145,411","36 minutes ago","Thursday, October 30, 2025 at 11:27 AM","11:42 AM","]"
"[","Thursday, October 30, 2025 at 11:43 AM","Call Sweep","AVGO","367.5","10/31/2025","Call","Ask","1,511","$1.5M","8,500","20,306","36 minutes ago","Thursday, October 30, 2025 at 11:27 AM","11:43 AM","]"
"[","Thursday, October 30, 2025 at 11:43 AM","Call Sweep","MSTR","290","11/07/2025","Call","Ask","1,738","$608.3K","2,172","894","36 minutes ago","Thursday, October 30, 2025 at 11:27 AM","11:43 AM","]"
"—","Thursday, October 30, 2025 at 11:53 AM","Call Sweep","TSLA","450","11/21/2025","Call","Above","351","$703.1K","5,102","14,061","25 minutes ago","Thursday, October 30, 2025 at 11:38 AM","",""
"[","Thursday, October 30, 2025 at 11:59 AM","Put Sweep","MSFT","520","12/19/2025","Put","Ask","596","$923.8K","1,381","3,232","19 minutes ago","Thursday, October 30, 2025 at 11:44 AM","11:59 AM","]"
"—","Thursday, October 30, 2025 at 12:03 PM","Put Sweep","MSFT","520","12/19/2025","Put","Above","371","$576.5K","3,811","3,232","15 minutes ago","Thursday, October 30, 2025 at 11:48 AM","",""
"[","Thursday, October 30, 2025 at 12:03 PM","Put Sweep","MSFT","520","12/19/2025","Put","Above","1,267","$2M","3,439","3,232","15 minutes ago","Thursday, October 30, 2025 at 11:48 AM","12:03 PM","]"
