"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:02 PM","—","Tuesday, October 14, 2025 at 3:02 PM","Call Sweep","GLD","390","10/31/2025","Call","Ask","812","$418.2K","1,480","2,754","35 minutes ago","Tuesday, October 14, 2025 at 2:47 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:04 PM","Call Sweep","HPE","25","01/16/2026","Call","Ask","1,900","$492.1K","10,551","20,081","33 minutes ago","Tuesday, October 14, 2025 at 2:49 PM","","","","","","","","3:04 PM","]"
"","","","","[","Tuesday, October 14, 2025 at 3:04 PM","Put Sweep","QUBT","23","01/16/2026","Put","Ask","967","$541.5K","974","491","33 minutes ago","Tuesday, October 14, 2025 at 2:49 PM","","","","","","","","3:04 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:10 PM","—","Tuesday, October 14, 2025 at 3:10 PM","Call Sweep","GLD","415","03/20/2026","Call","Ask","999","$1.1M","1,111","15,486","27 minutes ago","Tuesday, October 14, 2025 at 2:55 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:12 PM","Call Sweep","NVDA","180","01/16/2026","Call","Ask","540","$993.6K","2,410","63,249","25 minutes ago","Tuesday, October 14, 2025 at 2:57 PM","","","","","","","","3:12 PM","]"
"","","","","[","Tuesday, October 14, 2025 at 3:15 PM","Put Sweep","IREN","75","03/20/2026","Put","Ask","500","$1.3M","2,512","4,008","23 minutes ago","Tuesday, October 14, 2025 at 2:59 PM","","","","","","","","3:15 PM","]"
"","","","","[","Tuesday, October 14, 2025 at 3:15 PM","Put Sweep","NVDA","120","06/17/2027","Put","Ask","450","$490.5K","451","4,369","23 minutes ago","Tuesday, October 14, 2025 at 3:00 PM","","","","","","","","3:15 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:19 PM","—","Tuesday, October 14, 2025 at 3:19 PM","Call Sweep","NVDA","200","06/18/2026","Call","Ask","455","$969.2K","1,913","33,900","19 minutes ago","Tuesday, October 14, 2025 at 3:04 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:19 PM","Unusual Call Sweep","GLD","383","10/31/2025","Call","Ask","897","$726.6K","1,080","79","19 minutes ago","Tuesday, October 14, 2025 at 3:04 PM","","","","","","","","3:19 PM","]"
"","","","","[","Tuesday, October 14, 2025 at 3:22 PM","Call Sweep","AMZN","300","06/17/2027","Call","Ask","527","$927.5K","593","1,626","15 minutes ago","Tuesday, October 14, 2025 at 3:07 PM","","","","","","","","3:22 PM","]"
