"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"","","","","[","Tuesday, November 18, 2025 at 11:10 AM","Put Sweep","ARM","140","02/20/2026","Put","Ask","500","$942.5K","505","2,072","9 hours ago","11:10 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:11 AM","Put Sweep","NVDA","175","09/18/2026","Put","Ask","202","$486.8K","631","4,868","9 hours ago","11:11 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:11 AM","Put Sweep","ARM","140","02/20/2026","Put","Ask","373","$693.8K","1,100","2,072","9 hours ago","11:11 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:12 AM","Call Sweep","NVDA","185","12/26/2025","Call","Ask","499","$546.4K","1,441","1,220","9 hours ago","11:12 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:14 AM","—","Tuesday, November 18, 2025 at 11:14 AM","Put Sweep","NVDA","180","11/21/2025","Put","Ask","854","$555.1K","39,042","85,595","9 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 11:16 AM","Put Sweep","NVDA","200","01/16/2026","Put","Above","228","$578K","1,193","13,629","9 hours ago","11:16 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:16 AM","Call Sweep","TSLA","400","12/26/2025","Call","Ask","175","$478.6K","619","3,291","9 hours ago","11:16 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:17 AM","Put Sweep","HOOD","70","06/18/2026","Put","Ask","1,573","$880.9K","3,710","10,347","9 hours ago","11:17 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:17 AM","Put Sweep","ARM","140","02/20/2026","Put","Above","220","$425.6K","1,510","2,072","9 hours ago","11:17 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:19 AM","Call Sweep","NBIS","120","03/20/2026","Call","Ask","1,150","$1.2M","1,213","3,214","9 hours ago","11:19 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:19 AM","Unusual Put Sweep","WDC","160","03/20/2026","Put","Ask","500","$1.5M","507","91","9 hours ago","11:19 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:25 AM","—","Tuesday, November 18, 2025 at 11:25 AM","Call Sweep","ASTS","60","12/19/2025","Call","Ask","1,327","$663.5K","1,486","1,645","9 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 11:28 AM","Put Sweep","BMNR","35","04/17/2026","Put","Ask","501","$526.1K","508","566","8 hours ago","11:28 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:31 AM","Unusual Put Sweep","XRT","78","03/20/2026","Put","Ask","1,766","$812.3K","3,767","36","8 hours ago","11:31 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:37 AM","—","Tuesday, November 18, 2025 at 11:37 AM","Put Sweep","PLTR","155","01/16/2026","Put","Ask","1,000","$910K","5,093","7,658","8 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 11:37 AM","Call Sweep","GOOG","300","01/16/2026","Call","Ask","646","$671.8K","1,239","10,099","8 hours ago","11:37 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:39 AM","Call Sweep","OSCR","10","01/15/2027","Call","Ask","2,572","$1.9M","2,580","23,157","8 hours ago","11:39 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:39 AM","Put Sweep","WMT","105","03/20/2026","Put","Ask","945","$713.5K","2,006","1,323","8 hours ago","11:39 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:40 AM","Put Sweep","WMT","105","03/20/2026","Put","Ask","1,000","$750K","3,006","1,323","8 hours ago","11:40 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:41 AM","Call Sweep","OSCR","10","01/15/2027","Call","Ask","3,000","$2.2M","6,008","23,157","8 hours ago","11:41 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:42 AM","Unusual Put Sweep","WMT","105","03/20/2026","Put","Ask","1,000","$755K","4,006","1,323","8 hours ago","11:42 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:43 AM","Put Sweep","MU","200","01/16/2026","Put","Above","350","$441.5K","496","3,599","8 hours ago","11:43 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:43 AM","Call Sweep","TSLA","470","12/19/2025","Call","Above","1,300","$923.1K","4,704","5,892","8 hours ago","11:43 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:44 AM","—","Tuesday, November 18, 2025 at 11:44 AM","Call Sweep","CRWV","80","11/28/2025","Call","Ask","1,998","$699.3K","3,772","6,549","8 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 11:44 AM","Put Sweep","META","580","12/19/2025","Put","Ask","223","$403.6K","786","3,691","8 hours ago","11:44 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:44 AM","Call Sweep","ZTS","75","01/21/2028","Call","Ask","216","$1.1M","216","5,844","8 hours ago","11:44 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:55 AM","—","Tuesday, November 18, 2025 at 11:55 AM","Put Sweep","AMD","210","02/20/2026","Put","Ask","600","$969K","773","2,904","8 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 11:58 AM","Call Sweep","HOOD","120","01/16/2026","Call","Ask","400","$468K","1,069","15,732","8 hours ago","11:58 AM","]"
"","","","","[","Tuesday, November 18, 2025 at 11:59 AM","Call Sweep","PDD","120","12/19/2025","Call","Ask","1,004","$497K","1,586","14,123","8 hours ago","11:59 AM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:03 PM","—","Tuesday, November 18, 2025 at 12:03 PM","Call Sweep","TSLA","380","11/21/2025","Call","Above","160","$421.8K","14,770","5,337","8 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 12:04 PM","Call Sweep","NVDA","190","03/20/2026","Call","Ask","250","$473.8K","1,048","40,444","8 hours ago","12:04 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 12:09 PM","Call Sweep","TQQQ","100","01/21/2028","Call","Ask","164","$614.2K","550","1,131","8 hours ago","12:09 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:19 PM","—","Tuesday, November 18, 2025 at 12:19 PM","Call Sweep","AMZN","220","11/28/2025","Call","Ask","483","$405.7K","1,464","505","8 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 12:19 PM","Call Sweep","OSCR","10","01/15/2027","Call","Ask","996","$727.1K","10,446","23,157","8 hours ago","12:19 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 12:20 PM","Call Sweep","AMD","260","01/16/2026","Call","Ask","400","$452K","1,064","6,498","8 hours ago","12:20 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:28 PM","—","Tuesday, November 18, 2025 at 12:28 PM","Put Sweep","ON","45","12/19/2025","Put","Above","1,911","$476.7K","2,348","1,816","7 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 12:29 PM","Put Sweep","CEG","350","12/19/2025","Put","Above","221","$600.4K","222","2,674","7 hours ago","12:29 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 12:30 PM","Call Sweep","IREN","60","01/16/2026","Call","Ask","839","$461.5K","1,971","11,085","7 hours ago","12:30 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 12:35 PM","Call Sweep","UNH","460","01/21/2028","Call","Above","200","$636.1K","214","725","7 hours ago","12:35 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:36 PM","—","Tuesday, November 18, 2025 at 12:36 PM","Call Sweep","NVDA","190","11/28/2025","Call","Ask","769","$411.4K","17,748","24,090","7 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 12:38 PM","Unusual Call Sweep","NVDA","182.5","11/21/2025","Call","Ask","1,080","$777.6K","22,293","5,885","7 hours ago","12:38 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:46 PM","—","Tuesday, November 18, 2025 at 12:46 PM","Unusual Put Sweep","AAPL","267.5","12/05/2025","Put","Ask","1,081","$648.6K","1,344","142","7 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:58 PM","—","Tuesday, November 18, 2025 at 12:58 PM","Put Sweep","MRVL","85","11/21/2025","Put","Ask","864","$483.8K","990","8,501","7 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 1:00 PM","Call Sweep","NVDA","180","11/21/2025","Call","Above","751","$706.4K","27,580","134,589","7 hours ago","1:00 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:12 PM","—","Tuesday, November 18, 2025 at 1:12 PM","Call Sweep","NVDA","195","11/21/2025","Call","Ask","1,397","$433.1K","62,868","80,874","7 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 1:12 PM","Call Sweep","TSLA","500","12/18/2026","Call","Ask","150","$1.1M","1,252","6,059","7 hours ago","1:12 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 1:17 PM","Unusual Call Sweep","NVDA","170","11/28/2025","Call","Ask","229","$401.9K","20,065","1,169","7 hours ago","1:17 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:38 PM","—","Tuesday, November 18, 2025 at 1:38 PM","Call Sweep","NFLX","113","11/21/2025","Call","Ask","1,582","$458.8K","13,784","12,138","6 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 1:41 PM","Call Sweep","OSCR","17","01/16/2026","Call","Ask","4,500","$495K","4,533","6,101","6 hours ago","1:41 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:52 PM","—","Tuesday, November 18, 2025 at 1:52 PM","Put Sweep","NVDL","90","11/21/2025","Put","Ask","698","$561.9K","818","1,143","6 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 1:52 PM","Put Sweep","NVO","50","12/19/2025","Put","Ask","1,324","$602.4K","1,669","21,671","6 hours ago","1:52 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:04 PM","—","Tuesday, November 18, 2025 at 2:04 PM","Call Sweep","INTC","40","02/20/2026","Call","Above","10,000","$2.3M","10,493","6,129","6 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 2:06 PM","Call Sweep","INTC","40","02/20/2026","Call","Ask","3,079","$702K","14,427","6,129","6 hours ago","2:06 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 2:10 PM","Unusual Call Sweep","NVDA","170","11/28/2025","Call","Ask","261","$456.8K","23,884","1,169","6 hours ago","2:10 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:25 PM","—","Tuesday, November 18, 2025 at 2:25 PM","Put Sweep","BMNR","40","01/16/2026","Put","Ask","599","$646.9K","1,393","9,608","6 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 2:26 PM","Put Sweep","BMNR","40","01/16/2026","Put","Ask","799","$862.9K","2,557","9,608","5 hours ago","2:26 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 2:29 PM","Call Sweep","SLV","48","12/19/2025","Call","Ask","3,018","$419.5K","15,918","15,999","5 hours ago","2:29 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 2:32 PM","Put Sweep","BMNR","35","01/16/2026","Put","Ask","1,500","$1.1M","1,795","6,620","5 hours ago","2:32 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:32 PM","—","Tuesday, November 18, 2025 at 2:32 PM","Put Sweep","BMNR","35","01/16/2026","Put","Ask","833","$603.9K","2,628","6,620","5 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 2:37 PM","Call Sweep","SLV","40","05/15/2026","Call","Ask","500","$402.5K","2,101","1,065","5 hours ago","2:37 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:58 PM","—","Tuesday, November 18, 2025 at 2:58 PM","Unusual Call Sweep","NVDA","170","11/28/2025","Call","Ask","1,144","$2M","28,575","1,169","5 hours ago","",""
"","","","","[","Tuesday, November 18, 2025 at 2:58 PM","Call Sweep","NVDA","160","01/16/2026","Call","Ask","585","$1.8M","1,287","43,762","5 hours ago","2:58 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 2:59 PM","Call Sweep","NVDA","150","01/16/2026","Call","Ask","268","$1M","1,469","40,283","5 hours ago","2:59 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 2:59 PM","Call Sweep","NVDA","195","11/21/2025","Call","Ask","1,606","$497.8K","79,844","80,874","5 hours ago","2:59 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 3:02 PM","Call Sweep","AAPL","250","03/20/2026","Call","Ask","154","$469.7K","617","13,568","5 hours ago","3:02 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 3:02 PM","Call Sweep","AAPL","250","02/20/2026","Call","Ask","164","$461.7K","507","5,301","5 hours ago","3:02 PM","]"
"","","","","[","Tuesday, November 18, 2025 at 3:05 PM","Put Sweep","PLTR","170","11/21/2025","Put","Ask","1,685","$834.1K","20,634","15,027","5 hours ago","3:05 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:09 PM","—","Tuesday, November 18, 2025 at 3:09 PM","Put Sweep","PLTR","170","11/21/2025","Put","Ask","3,294","$1.7M","23,951","15,027","5 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:23 PM","—","Tuesday, November 18, 2025 at 3:23 PM","Call Sweep","META","850","01/21/2028","Call","Above","500","$4M","608","1,815","5 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:43 PM","—","Tuesday, November 18, 2025 at 3:43 PM","Unusual Call Sweep","CRCL","80","01/16/2026","Call","Ask","600","$528K","4,090","668","4 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","4:04 PM","—","Tuesday, November 18, 2025 at 4:04 PM","Call Sweep","TSLA","410","03/20/2026","Call","Ask","350","$1.8M","544","5,812","4 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","4:12 PM","—","Tuesday, November 18, 2025 at 4:12 PM","Call Sweep","META","580","12/18/2026","Call","Ask","159","$1.9M","174","489","4 hours ago","",""
