"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:34 AM","—","Tuesday, October 28, 2025 at 10:34 AM","Call Sweep","TSLA","470","11/21/2025","Call","Above","205","$512.5K","1,604","6,197","4 hours ago","Tuesday, October 28, 2025 at 10:19 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 10:36 AM","Unusual Put Sweep","TSLA","465","10/31/2025","Put","Above","510","$572.7K","2,591","691","4 hours ago","Tuesday, October 28, 2025 at 10:21 AM","10:36 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 10:37 AM","Call Sweep","AMD","250","10/31/2025","Call","Ask","501","$816.6K","1,943","10,696","4 hours ago","Tuesday, October 28, 2025 at 10:22 AM","10:37 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 10:38 AM","Unusual Put Sweep","WDC","125","10/31/2025","Put","Ask","999","$599.4K","4,837","994","4 hours ago","Tuesday, October 28, 2025 at 10:23 AM","10:38 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 10:40 AM","Unusual Call Sweep","TSLA","500","11/14/2025","Call","Ask","1,000","$1.1M","24,893","6,794","4 hours ago","Tuesday, October 28, 2025 at 10:25 AM","10:40 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 10:40 AM","Call Sweep","TSLA","490","01/16/2026","Call","Ask","150","$606K","502","3,927","4 hours ago","Tuesday, October 28, 2025 at 10:25 AM","10:40 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 10:40 AM","Unusual Call Sweep","TSLA","500","11/14/2025","Call","Ask","1,002","$1.1M","26,935","6,794","4 hours ago","Tuesday, October 28, 2025 at 10:25 AM","10:40 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:42 AM","—","Tuesday, October 28, 2025 at 10:42 AM","Call Sweep","GOOGL","250","11/21/2025","Call","Ask","262","$590.8K","387","21,320","4 hours ago","Tuesday, October 28, 2025 at 10:27 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 10:46 AM","Call Sweep","LMT","510","03/20/2026","Call","Ask","394","$760.4K","395","512","4 hours ago","Tuesday, October 28, 2025 at 10:30 AM","10:46 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:49 AM","—","Tuesday, October 28, 2025 at 10:49 AM","Call Sweep","TSLA","450","10/31/2025","Call","Above","457","$808.9K","16,315","22,524","4 hours ago","Tuesday, October 28, 2025 at 10:34 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 10:50 AM","Put Sweep","PLTR","180","12/19/2025","Put","Ask","398","$475.6K","982","3,826","4 hours ago","Tuesday, October 28, 2025 at 10:35 AM","10:50 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 10:55 AM","Unusual Put Sweep","BABA","167.5","11/21/2025","Put","Ask","2,211","$1.1M","2,211","59","4 hours ago","Tuesday, October 28, 2025 at 10:40 AM","10:55 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:57 AM","—","Tuesday, October 28, 2025 at 10:57 AM","Unusual Put Sweep","AMD","260","10/31/2025","Put","Ask","678","$457.6K","11,539","1,850","4 hours ago","Tuesday, October 28, 2025 at 10:41 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:01 AM","Unusual Put Sweep","BABA","167.5","11/21/2025","Put","Ask","2,024","$1.1M","4,247","59","4 hours ago","Tuesday, October 28, 2025 at 10:45 AM","11:01 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 11:02 AM","Put Sweep","GOOGL","255","11/07/2025","Put","Ask","987","$454K","1,068","1,518","4 hours ago","Tuesday, October 28, 2025 at 10:46 AM","11:02 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:05 AM","—","Tuesday, October 28, 2025 at 11:05 AM","Put Sweep","GOOGL","255","11/07/2025","Put","Ask","1,000","$460K","2,068","1,518","4 hours ago","Tuesday, October 28, 2025 at 10:50 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 11:05 AM","Unusual Put Sweep","BABA","167.5","11/21/2025","Put","Ask","787","$417.1K","5,058","59","4 hours ago","Tuesday, October 28, 2025 at 10:50 AM","11:05 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:07 AM","Unusual Put Sweep","BABA","167.5","11/21/2025","Put","Ask","845","$452.1K","5,948","59","4 hours ago","Tuesday, October 28, 2025 at 10:52 AM","11:07 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:08 AM","Unusual Put Sweep","BABA","167.5","11/21/2025","Put","Above","1,340","$725.7K","7,986","59","4 hours ago","Tuesday, October 28, 2025 at 10:53 AM","11:08 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 11:10 AM","Unusual Call Sweep","GLD","364","11/05/2025","Call","Ask","1,000","$530K","1,081","99","4 hours ago","Tuesday, October 28, 2025 at 10:54 AM","11:10 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:19 AM","—","Tuesday, October 28, 2025 at 11:19 AM","Call Sweep","NVDA","190","01/16/2026","Call","Ask","423","$772K","1,886","29,015","4 hours ago","Tuesday, October 28, 2025 at 11:03 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 11:22 AM","Unusual Call Sweep","TSLA","525","11/14/2025","Call","Above","1,013","$623.1K","2,143","391","3 hours ago","Tuesday, October 28, 2025 at 11:06 AM","11:22 AM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 11:25 AM","Put Sweep","KWEB","55","02/20/2026","Put","Ask","973","$1.5M","1,223","3,195","3 hours ago","Tuesday, October 28, 2025 at 11:10 AM","11:25 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:27 AM","—","Tuesday, October 28, 2025 at 11:27 AM","Call Sweep","IBM","317.5","10/31/2025","Call","Ask","1,006","$573.4K","1,239","1,031","3 hours ago","Tuesday, October 28, 2025 at 11:12 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:33 AM","Call Sweep","SMCI","50","06/18/2026","Call","Ask","312","$436.8K","337","6,748","3 hours ago","Tuesday, October 28, 2025 at 11:18 AM","11:33 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:43 AM","—","Tuesday, October 28, 2025 at 11:43 AM","Call Sweep","GOOGL","270","02/20/2026","Call","Above","388","$891.4K","662","3,076","3 hours ago","Tuesday, October 28, 2025 at 11:27 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:43 AM","Call Sweep","GOOG","270","01/16/2026","Call","Ask","229","$420.2K","1,152","11,266","3 hours ago","Tuesday, October 28, 2025 at 11:28 AM","11:43 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:48 AM","Unusual Put Sweep","AAL","13","02/20/2026","Put","Ask","4,599","$556.5K","9,604","2,107","3 hours ago","Tuesday, October 28, 2025 at 11:32 AM","11:48 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 11:48 AM","Call Sweep","ORCL","280","02/20/2026","Call","Above","200","$665.1K","226","1,165","3 hours ago","Tuesday, October 28, 2025 at 11:33 AM","11:48 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:50 AM","—","Tuesday, October 28, 2025 at 11:50 AM","Call Sweep","MSFT","560","12/19/2025","Call","Above","2,178","$3.5M","6,643","12,761","3 hours ago","Tuesday, October 28, 2025 at 11:34 AM","","","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:59 AM","—","Tuesday, October 28, 2025 at 11:59 AM","Put Sweep","MSFT","525","01/16/2026","Put","Ask","616","$994.8K","709","2,210","3 hours ago","Tuesday, October 28, 2025 at 11:44 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:05 PM","Call Sweep","IBIT","90","01/15/2027","Call","Ask","700","$640.5K","2,209","7,441","3 hours ago","Tuesday, October 28, 2025 at 11:50 AM","12:05 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:12 PM","—","Tuesday, October 28, 2025 at 12:12 PM","Call Sweep","TSLA","570","12/19/2025","Call","Ask","431","$515K","652","7,386","3 hours ago","Tuesday, October 28, 2025 at 11:57 AM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:13 PM","Call Sweep","TSLA","570","12/19/2025","Call","Ask","429","$521.2K","2,150","7,386","3 hours ago","Tuesday, October 28, 2025 at 11:58 AM","12:13 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:16 PM","Call Sweep","AMZN","227.5","10/31/2025","Call","Above","1,000","$805.4K","4,023","6,589","3 hours ago","Tuesday, October 28, 2025 at 12:00 PM","12:16 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:17 PM","Call Sweep","NVDA","187.5","11/21/2025","Call","Ask","500","$697.5K","1,912","3,176","3 hours ago","Tuesday, October 28, 2025 at 12:02 PM","12:17 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:17 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","392","$844.8K","1,117","6,532","3 hours ago","Tuesday, October 28, 2025 at 12:02 PM","12:17 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:18 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","189","$407.3K","1,506","6,532","3 hours ago","Tuesday, October 28, 2025 at 12:03 PM","12:18 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:21 PM","—","Tuesday, October 28, 2025 at 12:21 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","370","$799.2K","2,552","6,532","2 hours ago","Tuesday, October 28, 2025 at 12:06 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:21 PM","Call Sweep","NVDA","190","11/21/2025","Call","Ask","500","$630K","4,414","57,888","2 hours ago","Tuesday, October 28, 2025 at 12:06 PM","12:21 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:23 PM","Call Sweep","RKLB","58","10/31/2025","Call","Ask","598","$478.4K","603","890","2 hours ago","Tuesday, October 28, 2025 at 12:07 PM","12:23 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:23 PM","Call Sweep","AMZN","235","11/21/2025","Call","Ask","552","$433.3K","2,707","28,582","2 hours ago","Tuesday, October 28, 2025 at 12:08 PM","12:23 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:31 PM","—","Tuesday, October 28, 2025 at 12:31 PM","Call Sweep","INTC","40","01/15/2027","Call","Ask","1,069","$1.3M","3,599","58,862","2 hours ago","Tuesday, October 28, 2025 at 12:16 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:33 PM","Call Sweep","NVDA","180","11/21/2025","Call","Ask","323","$621.8K","3,340","142,196","2 hours ago","Tuesday, October 28, 2025 at 12:18 PM","12:33 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:35 PM","Call Sweep","NVDA","190","11/14/2025","Call","Ask","501","$506K","11,925","34,087","2 hours ago","Tuesday, October 28, 2025 at 12:20 PM","12:35 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:36 PM","Call Sweep","GOOGL","265","01/16/2026","Call","Ask","398","$804K","639","6,670","2 hours ago","Tuesday, October 28, 2025 at 12:21 PM","12:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:36 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","208","$454.5K","4,130","6,532","2 hours ago","Tuesday, October 28, 2025 at 12:21 PM","12:36 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:37 PM","Put Sweep","NVDA","192.5","11/21/2025","Put","Ask","500","$467.5K","1,117","563","2 hours ago","Tuesday, October 28, 2025 at 12:21 PM","12:37 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:38 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","237","$516.7K","4,495","6,532","2 hours ago","Tuesday, October 28, 2025 at 12:22 PM","12:38 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:39 PM","—","Tuesday, October 28, 2025 at 12:39 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","274","$597.3K","4,788","6,532","2 hours ago","Tuesday, October 28, 2025 at 12:24 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:39 PM","Call Sweep","CRWV","155","12/19/2025","Call","Ask","504","$655.2K","645","5,980","2 hours ago","Tuesday, October 28, 2025 at 12:24 PM","12:39 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:41 PM","Call Sweep","MSFT","550","01/16/2026","Call","Above","577","$1.4M","3,129","12,721","2 hours ago","Tuesday, October 28, 2025 at 12:26 PM","12:41 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:45 PM","Call Sweep","MSFT","530","11/07/2025","Call","Ask","289","$640.1K","5,601","6,532","2 hours ago","Tuesday, October 28, 2025 at 12:29 PM","12:45 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:45 PM","Unusual Call Sweep","TQQQ","118","10/31/2025","Call","Above","1,338","$427.9K","6,818","2,062","2 hours ago","Tuesday, October 28, 2025 at 12:30 PM","12:45 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:46 PM","Call Sweep","NVDA","185","10/31/2025","Call","Above","841","$884.8K","17,604","38,138","2 hours ago","Tuesday, October 28, 2025 at 12:30 PM","12:46 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:49 PM","—","Tuesday, October 28, 2025 at 12:49 PM","Call Sweep","PYPL","100","01/15/2027","Call","Ask","711","$487K","2,075","14,628","2 hours ago","Tuesday, October 28, 2025 at 12:34 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:51 PM","Call Sweep","AMZN","230","01/15/2027","Call","Ask","194","$761.5K","374","4,624","2 hours ago","Tuesday, October 28, 2025 at 12:36 PM","12:51 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 12:54 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","499","$411.7K","19,268","103,222","2 hours ago","Tuesday, October 28, 2025 at 12:39 PM","12:54 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:54 PM","Call Sweep","NVDA","200","11/21/2025","Call","Above","1,000","$828.6K","20,272","103,222","2 hours ago","Tuesday, October 28, 2025 at 12:39 PM","12:54 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:58 PM","—","Tuesday, October 28, 2025 at 12:58 PM","Call Sweep","TSLA","450","11/14/2025","Call","Ask","150","$472.5K","876","2,369","2 hours ago","Tuesday, October 28, 2025 at 12:43 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 12:59 PM","Call Sweep","NVDA","220","11/21/2025","Call","Above","2,500","$735.3K","10,349","37,962","2 hours ago","Tuesday, October 28, 2025 at 12:44 PM","12:59 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 1:00 PM","Call Sweep","NVDA","220","11/21/2025","Call","Above","2,505","$728.9K","12,893","37,962","2 hours ago","Tuesday, October 28, 2025 at 12:45 PM","1:00 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 1:02 PM","Call Sweep","AMZN","235","11/21/2025","Call","Ask","554","$443.2K","3,688","28,582","2 hours ago","Tuesday, October 28, 2025 at 12:47 PM","1:02 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:04 PM","Call Sweep","NOK","10","01/15/2027","Call","Above","3,000","$432.1K","24,998","37,772","2 hours ago","Tuesday, October 28, 2025 at 12:49 PM","1:04 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:04 PM","Call Sweep","IBIT","65","11/07/2025","Call","Above","5,001","$1M","5,779","9,003","2 hours ago","Tuesday, October 28, 2025 at 12:49 PM","1:04 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:08 PM","—","Tuesday, October 28, 2025 at 1:08 PM","Unusual Put Sweep","AMD","260","10/31/2025","Put","Ask","946","$591.3K","17,466","1,850","2 hours ago","Tuesday, October 28, 2025 at 12:53 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:16 PM","—","Tuesday, October 28, 2025 at 1:16 PM","Call Sweep","AMZN","230","11/21/2025","Call","Ask","527","$532.3K","4,930","32,511","2 hours ago","Tuesday, October 28, 2025 at 1:01 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:24 PM","—","Tuesday, October 28, 2025 at 1:24 PM","Call Sweep","META","800","12/19/2025","Call","Ask","160","$404.8K","1,403","9,825","an hour ago","Tuesday, October 28, 2025 at 1:09 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:27 PM","Call Sweep","NVDA","197.5","10/31/2025","Call","Above","1,613","$581K","54,975","78,823","an hour ago","Tuesday, October 28, 2025 at 1:12 PM","1:27 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:27 PM","Call Sweep","NVDA","185","01/16/2026","Call","Ask","202","$464.6K","867","21,403","an hour ago","Tuesday, October 28, 2025 at 1:12 PM","1:27 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:31 PM","—","Tuesday, October 28, 2025 at 1:31 PM","Call Sweep","NVDA","207.5","10/31/2025","Call","Above","4,936","$434.4K","31,654","63,393","an hour ago","Tuesday, October 28, 2025 at 1:16 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 1:32 PM","Call Sweep","AMZN","225","11/21/2025","Call","Ask","621","$807.3K","3,206","19,589","an hour ago","Tuesday, October 28, 2025 at 1:17 PM","1:32 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 1:36 PM","Call Sweep","TSLA","460","11/21/2025","Call","Ask","351","$1M","4,413","12,845","an hour ago","Tuesday, October 28, 2025 at 1:21 PM","1:36 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:41 PM","—","Tuesday, October 28, 2025 at 1:41 PM","Call Sweep","AMZN","250","11/21/2025","Call","Above","2,460","$948.3K","13,711","32,695","an hour ago","Tuesday, October 28, 2025 at 1:26 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:46 PM","Call Sweep","AMZN","220","11/21/2025","Call","Ask","244","$409.9K","1,571","30,829","an hour ago","Tuesday, October 28, 2025 at 1:31 PM","1:46 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:51 PM","—","Tuesday, October 28, 2025 at 1:51 PM","Call Sweep","TSLA","400","11/21/2025","Call","Ask","300","$2.1M","882","13,386","an hour ago","Tuesday, October 28, 2025 at 1:35 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 1:54 PM","Call Sweep","NVDA","210","11/14/2025","Call","Ask","2,778","$805.6K","25,294","37,467","57 minutes ago","Tuesday, October 28, 2025 at 1:39 PM","1:54 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:57 PM","Call Sweep","NVDA","195","10/31/2025","Call","Above","1,140","$614.5K","131,430","117,968","53 minutes ago","Tuesday, October 28, 2025 at 1:42 PM","1:57 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 1:57 PM","Call Sweep","NVDA","160","01/16/2026","Call","Ask","222","$932.4K","979","45,077","53 minutes ago","Tuesday, October 28, 2025 at 1:42 PM","1:57 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","1:58 PM","—","Tuesday, October 28, 2025 at 1:58 PM","Call Sweep","BE","85","11/21/2025","Call","Ask","250","$785K","593","7,736","53 minutes ago","Tuesday, October 28, 2025 at 1:43 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:00 PM","Call Sweep","NVDA","185","01/16/2026","Call","Ask","205","$492K","1,906","21,403","50 minutes ago","Tuesday, October 28, 2025 at 1:45 PM","2:00 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 2:01 PM","Unusual Put Sweep","TSLA","465","11/07/2025","Put","Above","273","$529.6K","3,385","135","50 minutes ago","Tuesday, October 28, 2025 at 1:45 PM","2:01 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:02 PM","Call Sweep","UNH","400","03/20/2026","Call","Ask","238","$551K","1,493","5,042","49 minutes ago","Tuesday, October 28, 2025 at 1:47 PM","2:02 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:09 PM","—","Tuesday, October 28, 2025 at 2:09 PM","Call Sweep","TSLA","500","12/19/2025","Call","Above","203","$504.5K","8,160","39,451","41 minutes ago","Tuesday, October 28, 2025 at 1:54 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:09 PM","Call Sweep","NVDA","220","01/16/2026","Call","Ask","703","$597.6K","4,357","28,628","41 minutes ago","Tuesday, October 28, 2025 at 1:54 PM","2:09 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:09 PM","Call Sweep","NVDA","160","01/16/2026","Call","Ask","205","$881.5K","1,189","45,077","41 minutes ago","Tuesday, October 28, 2025 at 1:54 PM","2:09 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:09 PM","Call Sweep","NVDA","220","12/19/2025","Call","Above","1,529","$940.7K","5,371","39,060","41 minutes ago","Tuesday, October 28, 2025 at 1:54 PM","2:09 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 2:09 PM","Call Sweep","NVDA","175","01/15/2027","Call","Ask","360","$1.9M","438","6,144","41 minutes ago","Tuesday, October 28, 2025 at 1:54 PM","2:09 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:10 PM","Call Sweep","ORCL","290","01/21/2028","Call","Ask","200","$1.7M","202","395","41 minutes ago","Tuesday, October 28, 2025 at 1:55 PM","2:10 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:12 PM","Unusual Call Sweep","GPRO","2","01/15/2027","Call","Ask","4,145","$414.5K","6,247","521","39 minutes ago","Tuesday, October 28, 2025 at 1:57 PM","2:12 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:15 PM","Call Sweep","NVDA","185","11/21/2025","Call","Ask","300","$555K","7,434","49,007","35 minutes ago","Tuesday, October 28, 2025 at 2:00 PM","2:15 PM","]","","","","","","",""
